NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SP110	1	SP110	
BROX	1	C1orf58	
MUCL3	1	DPCR1	
OXSM	1	OXSM	
PTOV1	1	PTOV1	
UTS2B	1	UTS2D	
GBP1P1	1	LOC400759	
XRN1	1	XRN1	
XRN2	1	XRN2	
TFAM	1	TFAM	
TELO2	1	TELO2	
SMIM3	1	C5orf62	
CUTA	1	CUTA	
IGSF8	1	IGSF8	
IGSF5	1	IGSF5	
SMIM5	1	LOC643008	
TBCEL	1	TBCEL	
IGSF6	1	IGSF6	
ANP32A	1	ANP32A	
IGSF3	1	IGSF3	
KLK1	1	KLK1	
TEX264	1	TEX264	
IGSF1	1	IGSF1	
SMIM1	1	LOC388588	
SP140	1	SP140	
KLK4	1	KLK4	
TEX261	1	TEX261	
SMIM7	1	C19orf42	
KLK8	1	KLK8	
SMIM6	1	LOC100130933	
IGSF9	1	IGSF9	
KLK7	1	KLK7	
SMIM8	1	C6orf162	
KLK6	1	KLK6	
SCAP	1	SCAP	
SCAI	1	SCAI	
NUS1	1	NUS1	
BCL11B	1	BCL11B	
BCL11A	1	BCL11A	
UBA6-DT	1	LOC550112	
PYHIN1	1	PYHIN1	
FAM169BP	1	FAM169B	
ANKEF1	1	ANKRD5	
HTR7P1	1	HTR7P1	
AKR1B10	1	AKR1B10	
AKR1B15	1	AKR1B15	
FLACC1	1	ALS2CR12	
ANP32E	1	ANP32E	
SPRTN	1	C1orf124	
TMCC3	1	TMCC3	
TMCC2	1	TMCC2	
ANP32B	1	ANP32B	
TMCC1	1	TMCC1	
CUTC	1	CUTC	
MRS2	1	MRS2	
HCCS	1	HCCS	
PPCDC	1	PPCDC	
SERP2	1	SERP2	
SERP1	1	SERP1	
KIF13A	1	KIF13A	
FFAR4	1	GPR120	
KIF13B	1	KIF13B	
FFAR3	1	FFAR3	
FFAR2	1	FFAR2	
FFAR1	1	FFAR1	
TSC22D4	1	TSC22D4	
BTN3A1	1	BTN3A1	
HYMAI	1	HYMAI	
TSC22D1	1	TSC22D1	
LRRIQ3	1	LRRIQ3	
TSC22D3	1	TSC22D3	
LRRIQ1	1	LRRIQ1	
TFE3	1	TFE3	
TSC22D2	1	TSC22D2	
TFEB	1	TFEB	
BTN3A3	1	BTN3A3	
BTN3A2	1	BTN3A2	
DCSTAMP	1	TM7SF4	
CCKBR	1	CCKBR	
RBM12B	1	RBM12B	
TFEC	1	TFEC	
TFF3	1	TFF3	
TFF2	1	TFF2	
MAPRE3	1	MAPRE3	
TFF1	1	TFF1	
FATE1	1	FATE1	
MAPRE1	1	MAPRE1	
MAPRE2	1	MAPRE2	
MRRF	1	MRRF	
PRIM2	1	PRIM2	
SPRR3	1	SPRR3	
SP100	1	SP100	
PRIM1	1	PRIM1	
IFI6	1	IFI6	
RASIP1	1	RASIP1	
SCEL	1	SCEL	
RBM15B	1	RBM15B	
CUX2	1	CUX2	
CUX1	1	CUX1	
RYK	1	RYK	
SCD5	1	SCD5	
PUS7L	1	PUS7L	
LYVE1	1	LYVE1	
GALNT12	1	GALNT12	
GALNT11	1	GALNT11	
GALNT14	1	GALNT14	
GALNT13	1	GALNT13	
GALNT16	1	GALNTL1	
GALNT15	1	GALNTL2	
GALNT18	1	GALNTL4	
GALNT17	1	WBSCR17	
GALNT10	1	GALNT10	
EFTUD2	1	EFTUD2	
SCGN	1	SCGN	
CADPS2	1	CADPS2	
EPDR1	1	EPDR1	
HCG4	1	HCG4	
PTCHD3P1	1	LOC387647	
PRSS53	1	PRSS53	
SELENOO	1	SELO	
OXA1L	1	OXA1L	
SELENON	1	SEPN1	
SELENOM	1	SELM	
COL4A2	1	COL4A2	
SELENOS	1	SELS	
COL4A1	1	COL4A1	
KIF16B	1	KIF16B	
COL4A4	1	COL4A4	
COL4A3	1	COL4A3	
SELENOP	1	SEPP1	
COL4A6	1	COL4A6	
SCG5	1	SCG5	
SELENOW	1	SEPW1	
COL4A5	1	COL4A5	
SCG3	1	SCG3	
SELENOT	1	SELT	
SCG2	1	SCG2	
SUCNR1	1	SUCNR1	
USP53	1	USP53	
USP54	1	USP54	
C5AR2	1	GPR77	
C5AR1	1	C5AR1	
PSORS1C3	1	PSORS1C3	
COX7A2	1	COX7A2	
ADIPOR1	1	ADIPOR1	
ADIPOR2	1	ADIPOR2	
COX7A1	1	COX7A1	
PSORS1C1	1	PSORS1C1	
PSORS1C2	1	PSORS1C2	
PCSK1N	1	PCSK1N	
SCIN	1	SCIN	
RNF5P1	1	RNF5P1	
LRRIQ4	1	LRRIQ4	
USP51	1	USP51	
DMAP1	1	DMAP1	
SMURF2	1	SMURF2	
WSCD1	1	WSCD1	
SMURF1	1	SMURF1	
WSCD2	1	WSCD2	
NR4A2	1	NR4A2	
NR4A1	1	NR4A1	
KIF18A	1	KIF18A	
RALYL	1	RALYL	
KIF18B	1	KIF18B	
NR4A3	1	NR4A3	
SYNDIG1L	1	TMEM90A	
ATG16L2	1	ATG16L2	
ATG16L1	1	ATG16L1	
USP35	1	USP35	
USP36	1	USP36	
PCDHGB7	1	PCDHGB7	
USP37	1	USP37	
PCDHGB6	1	PCDHGB6	
USP38	1	USP38	
PCDHGB5	1	PCDHGB5	
USP31	1	USP31	
PCDHGB4	1	PCDHGB4	
USP32	1	USP32	
PCDHGB3	1	PCDHGB3	
USP33	1	USP33	
PCDHGB2	1	PCDHGB2	
USP34	1	USP34	
GTDC1	1	GTDC1	
USP39	1	USP39	
DTWD2	1	DTWD2	
GMPPB	1	GMPPB	
DTWD1	1	DTWD1	
GMPPA	1	GMPPA	
AOX1	1	AOX1	
USP30	1	USP30	
PCDHGA8	1	PCDHGA8	
USP46	1	USP46	
PCDHGA7	1	PCDHGA7	
USP47	1	USP47	
PCDHGA6	1	PCDHGA6	
USP48	1	USP48	
CAMK1D	2	LOC283070:CAMK1D	
PCDHGA5	1	PCDHGA5	
USP49	1	USP49	
PCDHGA4	1	PCDHGA4	
USP42	1	USP42	
PCDHGA3	1	PCDHGA3	
USP43	1	USP43	
PCDHGA2	1	PCDHGA2	
USP44	1	USP44	
PCDHGA1	1	PCDHGA1	
USP45	1	USP45	
ARAP2	1	ARAP2	
CKAP2	1	CKAP2	
ARAP3	1	ARAP3	
ARAP1	1	ARAP1	
SPEN-AS1	1	FLJ37453	
CKAP5	1	CKAP5	
CKAP4	1	CKAP4	
PCDHGA9	1	PCDHGA9	
AGAP6	1	AGAP6	
IFNG	1	IFNG	
AGAP5	1	AGAP5	
HKDC1	1	HKDC1	
IFNE	1	IFNE	
MST1P2	1	MST1P2	
PCDHGB1	1	PCDHGB1	
USP40	1	USP40	
CAMK1G	1	CAMK1G	
MCPH1	1	MCPH1	
CAMK2B	1	CAMK2B	
HCN4	1	HCN4	
USP13	1	USP13	
HCN3	1	HCN3	
SLFN5	1	SLFN5	
USP14	1	USP14	
CAMK2D	1	CAMK2D	
USP15	1	USP15	
USP16	1	USP16	
USP10	1	USP10	
GMPR2	1	GMPR2	
USP11	1	USP11	
CAMK2A	1	CAMK2A	
USP12	1	USP12	
SELENOF	1	SEP15	
SELENOK	1	SELK	
TFPI	1	TFPI	
USP18	1	USP18	
SELENOI	1	EPT1	
USP19	1	USP19	
SELENOH	1	C11orf31	
TFPT	1	TFPT	
CAMK2G	1	CAMK2G	
TCFL5	1	TCFL5	
USP24	1	USP24	
USP25	1	USP25	
NHERF2	1	SLC9A3R2	
NHERF1	1	SLC9A3R1	
NHERF4	1	PDZD3	
USP20	1	USP20	
B3GAT3	1	B3GAT3	
PCDHGC5	1	PCDHGC5	
USP21	1	USP21	
B3GAT2	1	B3GAT2	
PCDHGC4	1	PCDHGC4	
USP22	1	USP22	
B3GAT1	1	B3GAT1	
CADPS	1	CADPS	
HAGHL	1	HAGHL	
PCDHGC3	1	PCDHGC3	
SPRY4	1	SPRY4	
SCLT1	1	SCLT1	
USP28	1	USP28	
CRACDL	1	C2orf55	
NEURL4	1	NEURL4	
NEURL2	1	NEURL2	
NEURL3	1	NEURL3	
SCD	1	SCD	
NEURL1	1	NEURL	
SPRY3	1	SPRY3	
SPRY2	1	SPRY2	
ARB2A	1	FAM172A	
SPRY1	1	SPRY1	
SCLY	1	SCLY	
HCN2	1	HCN2	
HCN1	1	HCN1	
HCP5	1	HCP5	
PGLYRP4	1	PGLYRP4	
SCOC	1	SCOC	
TFRC	1	TFRC	
SCT	1	SCT	
SCX	1	SCXB	
PTPDC1	1	PTPDC1	
COMTD1	1	COMTD1	
CAPNS1	1	CAPNS1	
SCP2	1	SCP2	
CAPNS2	1	CAPNS2	
EPSTI1	1	EPSTI1	
PRKACA	1	PRKACA	
PRKACB	1	PRKACB	
ZNF17	1	ZNF17	
ZNF18	1	ZNF18	
PRKAB2	1	PRKAB2	
ZNF19	1	ZNF19	
SDS	1	SDS	
UNC5A	1	UNC5A	
UNC5B	1	UNC5B	
SECISBP2	1	SECISBP2	
RC3H1	1	RC3H1	
ZNF10	1	ZNF10	
UNC5C	1	UNC5C	
BHLHA15	1	BHLHA15	
UNC5D	1	UNC5D	
ZNF12	1	ZNF12	
PRKAB1	1	PRKAB1	
ZNF14	1	ZNF14	
RC3H2	1	RC3H2	
ZNF16	1	ZNF16	
SIGIRR	1	SIGIRR	
LARS2	1	LARS2	
SCO1	1	SCO1	
SCO2	1	SCO2	
TFR2	1	TFR2	
DDIT3	1	DDIT3	
LARS1	1	LARS	
DDIT4	1	DDIT4	
UNC50	1	UNC50	
SF1	1	SF1	
ZNF28	1	ZNF28	
UNC119B	1	UNC119B	
SET	1	SET	
AASDH	1	AASDH	
FAXDC2	1	C5orf4	
NPRL2	1	NPRL2	
NPRL3	1	NPRL3	
ZNF20	1	ZNF20	
ZNF22	1	ZNF22	
ZNF23	1	ZNF23	
ADAMTS12	1	ADAMTS12	
ZNF24	1	ZNF24	
ZNF25	1	ZNF25	
ADAMTS10	1	ADAMTS10	
ZNF26	1	ZNF26	
ADAMTS16	1	ADAMTS16	
ADAMTS15	1	ADAMTS15	
ADAMTS14	1	ADAMTS14	
ADAMTS13	1	ADAMTS13	
LARP1	1	LARP1	
IGF2-AS	1	IGF2AS	
ADAMTS18	1	ADAMTS18	
KCNQ1OT1	1	KCNQ1OT1	
ADAMTS17	1	ADAMTS17	
SFN	1	SFN	
LINC02731	1	LOC100128239	
PRPF38B	1	PRPF38B	
PRPF38A	1	PRPF38A	
ENSG00000284691	1	LOC728743	
LARP7	1	LARP7	
ZNF32	1	ZNF32	
ATP1A1-AS1	1	C1orf203	
ZNF34	1	ZNF34	
L1CAM	1	L1CAM	
LARP4	1	LARP4	
ZNF35	1	ZNF35	
LARP6	1	LARP6	
MOV10	1	MOV10	
PPFIBP1	1	PPFIBP1	
PPFIBP2	1	PPFIBP2	
LAS1L	1	LAS1L	
FXYD3	1	FXYD3	
FXYD2	1	FXYD2	
FXYD1	1	FXYD1	
ZNF30	1	ZNF30	
SFXN3	1	SFXN3	
FXYD7	1	FXYD7	
SFXN4	1	SFXN4	
FXYD6	1	FXYD6	
HYOU1	1	HYOU1	
SFXN1	1	SFXN1	
FXYD5	1	FXYD5	
SFXN2	1	SFXN2	
DZIP1	1	DZIP1	
DZIP3	1	DZIP3	
SFXN5	1	SFXN5	
PRKAG1	1	PRKAG1	
PRKAG2	1	PRKAG2	
ZNF43	1	ZNF43	
ZNF44	1	ZNF44	
ZNF45	1	ZNF45	
SHB	1	SHB	
MMP21	1	MMP21	
ZNF48	1	ZNF48	
M1AP	1	C2orf65	
SHF	1	SHF	
SHE	1	SHE	
MMP25	1	MMP25	
SHH	1	SHH	
MMP24	1	MMP24	
MMP28	1	MMP28	
ZNF41	1	ZNF41	
APC2	1	APC2	
ZNF57	1	ZNF57	
MMP10	1	MMP10	
TOMM40L	1	TOMM40L	
MMP12	1	MMP12	
MMP11	1	MMP11	
MMP14	1	MMP14	
MMP13	1	MMP13	
MMP16	1	MMP16	
MMP15	1	MMP15	
PTRH2	1	PTRH2	
MMP17	1	MMP17	
RAPGEF1	1	RAPGEF1	
MMP19	1	MMP19	
PTRH1	1	PTRH1	
RAPGEF2	1	RAPGEF2	
RAPGEF5	1	RAPGEF5	
CRYAB	1	CRYAB	
HCST	1	HCST	
RAPGEF6	1	RAPGEF6	
RAPGEF3	1	RAPGEF3	
RAPGEF4	1	RAPGEF4	
TRUB1	1	TRUB1	
APCS	1	APCS	
TRUB2	1	TRUB2	
EMX2OS	1	EMX2OS	
SZRD1	1	C1orf144	
CCM2L	1	C20orf160	
ZNF69	1	ZNF69	
PLAGL1	1	PLAGL1	
PLAGL2	1	PLAGL2	
RICTOR	1	RICTOR	
EGLN1	1	EGLN1	
EGLN3	1	EGLN3	
EGLN2	1	EGLN2	
MCRS1	1	MCRS1	
BMP8A	1	BMP8A	
SCTR	1	SCTR	
BBOX1	1	BBOX1	
BMP8B	1	BMP8B	
ZNF76	1	ZNF76	
ZNF77	1	ZNF77	
ZNF79	1	ZNF79	
TARBP2	1	TARBP2	
ARCN1	1	ARCN1	
TARBP1	1	TARBP1	
SKI	1	SKI	
ZNF70	1	ZNF70	
ZNF71	1	ZNF71	
ZNF74	1	ZNF74	
MTCH1	1	MTCH1	
MTCH2	1	MTCH2	
PDCD7	1	PDCD7	
PDCD6	1	PDCD6	
PDCD5	1	PDCD5	
SLA	1	SLA	
MSI1	1	MSI1	
IL1RAP	1	IL1RAP	
MSI2	1	MSI2	
APEH	1	APEH	
SLK	1	SLK	
SLN	1	SLN	
NFATC2IP	1	NFATC2IP	
MAP3K8	1	MAP3K8	
MAP3K9	1	MAP3K9	
LINC01465	1	C12orf61	
MAP3K6	1	MAP3K6	
MAP3K7	1	MAP3K7	
MAP3K4	1	MAP3K4	
MAP3K5	1	MAP3K5	
FBXW4	1	FBXW4	
FBXW5	1	FBXW5	
FBXW8	1	FBXW8	
FBXW7	1	FBXW7	
FBXW9	1	FBXW9	
ENSG00000284634	1	LOC374443	
SRCIN1	1	SRCIN1	
FBXW2	1	FBXW2	
MSH6	1	MSH6	
VMAC	1	VMAC	
MSH2	1	MSH2	
SMO	1	SMO	
MSH3	1	MSH3	
MSH5	1	MSH5	
SMS	1	SMS	
RAP1B	1	RAP1B	
SNN	1	SNN	
NDOR1	1	NDOR1	
RAP1A	1	RAP1A	
ZKSCAN7	1	ZNF167	
ZKSCAN8	1	ZNF192	
ZKSCAN3	1	ZKSCAN3	
ZKSCAN2	1	ZKSCAN2	
ZKSCAN5	1	ZKSCAN5	
TSNAXIP1	1	TSNAXIP1	
ZKSCAN4	1	ZKSCAN4	
CERT1	1	COL4A3BP	
NAP1L6P	1	NAP1L6	
ZKSCAN1	1	ZKSCAN1	
NOP14	1	NOP14	
NOP16	1	NOP16	
API5	1	API5	
RFXANK	1	RFXANK	
G6PC2	1	G6PC2	
LRCH2	1	LRCH2	
G6PC3	1	G6PC3	
LRCH1	1	LRCH1	
SON	1	SON	
SP2	1	SP2	
SP1	1	SP1	
SP4	1	SP4	
SP3	1	SP3	
SP6	1	SP6	
SP5	1	SP5	
LRCH4	1	LRCH4	
LRCH3	1	LRCH3	
NOP10	1	NOP10	
MTCL1	1	KIAA0802	
MTCL2	1	C20orf117	
MTCL3	1	C6orf174	
APIP	1	APIP	
DYSF	1	DYSF	
MSLN	1	MSLN	
BICD1	1	BICD1	
BICD2	1	BICD2	
SPN	1	SPN	
UNC80	1	UNC80	
SPR	1	SPR	
PRADC1	1	C2orf7	
SPDYE1	1	SPDYE1	
MSMB	1	MSMB	
UNC45A	1	UNC45A	
CERS4	1	LASS4	
UNC45B	1	UNC45B	
CERS5	1	LASS5	
CERS6	1	LASS6	
RNASET2	1	RNASET2	
MSL2	1	MSL2	
MSL3	1	MSL3	
CES4A	1	CES8	
MSL1	1	MSL1	
BMP2K	1	BMP2K	
LINC01410	1	LOC442421	
GAPDH	1	GAPDH	
CERS1	1	LASS1	
CERS2	1	LASS2	
PRKAA1	1	PRKAA1	
BLTP3A	1	UHRF1BP1	
PRKAA2	1	PRKAA2	
BLTP3B	1	UHRF1BP1L	
UHRF2	1	UHRF2	
SRC	1	SRC	
UHRF1	1	UHRF1	
SRF	1	SRF	
MLLT1	1	MLLT1	
SRI	1	SRI	
MLLT3	1	MLLT3	
SRL	1	SRL	
MALT1	1	MALT1	
MLLT6	1	MLLT6	
SRM	1	SRM	
SRR	1	SRR	
FAM120A2P	1	C9orf129	
KRIT1	1	KRIT1	
LINC00115	1	NCRNA00115	
NOP56	1	NOP56	
NOP58	1	NOP58	
SSB	1	SSB	
SPDYE3	1	SPDYE3	
SPDYE6	1	SPDYE6	
SPDYE5	1	SPDYE5	
SPDYE8	1	SPDYE8P	
MSMP	1	MSMP	
SORL1	1	SORL1	
BICC1	1	BICC1	
APLN	1	APLN	
NECAP2	1	NECAP2	
NECAP1	1	NECAP1	
CDKN2AIPNL	1	CDKN2AIPNL	
SST	1	SST	
APLF	1	APLF	
ST7	1	ST7	
PDCD4	1	PDCD4	
PDCD2	1	PDCD2	
PDCD1	1	PDCD1	
NOP53	1	GLTSCR2	
UNC79	1	KIAA1409	
MT1L	1	MT1L	
MT1M	1	MT1M	
MT1X	1	MT1X	
RCBTB1	1	RCBTB1	
RCBTB2	1	RCBTB2	
MT2A	1	MT2A	
STS	1	STS	
BCRP3	1	LOC644165	
PEG10	1	PEG10	
FBXO4	1	FBXO4	
TNFSF10	1	TNFSF10	
FBXO3	1	FBXO3	
TNFSF11	1	TNFSF11	
FBXO6	1	FBXO6	
FBXO5	1	FBXO5	
FBXO8	1	FBXO8	
FBXO7	1	FBXO7	
FBXO9	1	FBXO9	
FBXO2	1	FBXO2	
LINC00092	1	NCRNA00092	
BCS1L	1	BCS1L	
CYP39A1	1	CYP39A1	
SNORC	1	C2orf82	
MT1A	1	MT1A	
MT1F	1	MT1F	
MT1G	1	MT1G	
MTCP1	1	MTCP1	
FLYWCH2	1	FLYWCH2	
MT1H	1	MT1H	
FLYWCH1	1	FLYWCH1	
MT1E	1	MT1E	
CERKL	1	CERKL	
AARS1	1	AARS	
AARS2	1	AARS2	
SDC4	1	SDC4	
SDC2	1	SDC2	
MYCBP2	1	MYCBP2	
SDC3	1	SDC3	
CWF19L2	1	CWF19L2	
TGFA	1	TGFA	
APOO	1	APOO	
APOM	1	APOM	
APOH	1	APOH	
STK38L	1	STK38L	
APOD	1	APOD	
APOE	1	APOE	
APOB	1	APOB	
APOBEC3C	1	APOBEC3C	
TNFSF18	1	TNFSF18	
APOBEC3D	1	APOBEC3D	
MSR1	1	MSR1	
APOBEC3F	1	APOBEC3F	
APOBEC3G	1	APOBEC3G	
AFDN-DT	1	C6orf124	
TNFSF14	1	TNFSF14	
APOBEC3H	1	APOBEC3H	
DDIAS	1	C11orf82	
TGDS	1	TGDS	
TNFSF15	1	TNFSF15	
TNFSF12	1	TNFSF12	
TNFSF13	1	TNFSF13	
IGF2	1	IGF2	
DELE1	1	KIAA0141	
IGF1	1	IGF1	
BST2	1	BST2	
BST1	1	BST1	
CYP26A1	1	CYP26A1	
FBXL8	1	FBXL8	
MSRA	1	MSRA	
CWF19L1	1	CWF19L1	
ITGBL1	1	ITGBL1	
SDC1	1	SDC1	
FBXL3	1	FBXL3	
FBXL2	1	FBXL2	
FBXL5	1	FBXL5	
FBXL4	1	FBXL4	
APOBEC3A	1	APOBEC3A	
FBXL7	1	FBXL7	
APOBEC3B	1	APOBEC3B	
FBXL6	1	FBXL6	
LDHAL6B	1	LDHAL6B	
MRPS17	1	MRPS17	
MRPS15	1	MRPS15	
MRPS16	1	MRPS16	
MSTN	1	MSTN	
MRPS14	1	MRPS14	
MRPS11	1	MRPS11	
MRPS12	1	MRPS12	
MRPS10	1	MRPS10	
DMBX1	1	DMBX1	
VMO1	1	VMO1	
RAC2	1	RAC2	
RAC3	1	RAC3	
SDF4	1	SDF4	
RAC1	1	RAC1	
SDF2	1	SDF2	
MRPS28	1	MRPS28	
MRPS26	1	MRPS26	
MRPS27	1	MRPS27	
MRPS24	1	MRPS24	
SYK	1	SYK	
MRPS25	1	MRPS25	
MRPS22	1	MRPS22	
MRPS23	1	MRPS23	
MST1	1	MST1	
GAB1	1	GAB1	
MRPS21	1	MRPS21	
PRPF40B	1	PRPF40B	
GAB3	1	GAB3	
PRPF40A	1	PRPF40A	
GAB2	1	GAB2	
SYP	1	SYP	
APRT	1	APRT	
CNKSR2	1	CNKSR2	
RAP2C	1	RAP2C	
CNKSR1	1	CNKSR1	
RAP2A	1	RAP2A	
RAP2B	1	RAP2B	
CNKSR3	1	CNKSR3	
SDE2	1	C1orf55	
TLCD4	1	TMEM56	
MICU3	1	EFHA2	
MICU2	1	EFHA1	
TLCD1	1	TLCD1	
MICU1	1	CBARA1	
TLCD5	1	TMEM136	
CSTPP1	1	C11orf49	
DYNC1I2	1	DYNC1I2	
SELPLG	1	SELPLG	
MRPS35	1	MRPS35	
MRPS33	1	MRPS33	
MRPS34	1	MRPS34	
MRPS31	1	MRPS31	
PRICKLE2	1	PRICKLE2	
PRICKLE3	1	PRICKLE3	
MRPS30	1	MRPS30	
PRICKLE1	1	PRICKLE1	
PRICKLE4	1	PRICKLE4	
SH3BGRL	1	SH3BGRL	
ZFP14	1	ZFP14	
FHIP1A	1	FAM160A1	
FHIP1B	1	FAM160A2	
MSX1	1	MSX1	
RAE1	1	RAE1	
DYNC1I1	1	DYNC1I1	
MAP3K2	1	MAP3K2	
DYNC1H1	1	DYNC1H1	
MAP3K3	1	MAP3K3	
MAP3K1	1	MAP3K1	
SORT1	1	SORT1	
GAD1	1	GAD1	
IGIP	1	C5orf53	
GAD2	1	GAD2	
APTX	1	APTX	
CEBPA-DT	1	LOC80054	
VMP1	1	TMEM49	
PDCL3	1	PDCL3	
FHIP2A	1	FAM160B1	
FHIP2B	1	FAM160B2	
CACHD1	1	CACHD1	
TACC3	1	TACC3	
HDGF	1	HDGF	
RAD1	1	RAD1	
TACC1	1	TACC1	
TACC2	1	TACC2	
MAMLD1	1	MAMLD1	
ZFP28	1	ZFP28	
DENND5B	1	DENND5B	
TACO1	1	TACO1	
NCMAP	1	C1orf130	
TGM1	1	TGM1	
ZNF80	1	ZNF80	
ZNF81	1	ZNF81	
DMBT1	1	DMBT1	
ZNF83	1	ZNF83	
ZNF84	1	ZNF84	
ZNF85	1	ZNF85	
IGFLR1	1	TMEM149	
DENND5A	1	DENND5A	
TGM5	1	TGM5	
TGM3	1	TGM3	
RAG1	1	RAG1	
TGM2	1	TGM2	
MSX2	1	MSX2	
ZGRF1	1	C4orf21	
RADX	1	CXorf57	
DNAJB12	1	DNAJB12	
DNAJB13	1	DNAJB13	
ZNF98	1	ZNF98	
DNAJB14	1	DNAJB14	
SDHC	1	SDHC	
CARTPT	1	CARTPT	
SDHD	1	SDHD	
SDHA	1	SDHA	
SDHB	1	SDHB	
ZNF90	1	ZNF90	
ZNF91	1	ZNF91	
ZNF92	1	ZNF92	
ZNF93	1	ZNF93	
PSPC1	1	PSPC1	
DNAJB11	1	DNAJB11	
DENND6B	1	FAM116B	
BBOF1	1	C14orf45	
DENND6A	1	FAM116A	
RAF1	1	RAF1	
DIPK1C	1	FAM69C	
DIPK1B	1	FAM69B	
DIPK1A	1	FAM69A	
RAI1	1	RAI1	
RNASEH1	1	RNASEH1	
FGF20	1	FGF20	
LPXN	1	LPXN	
SLC6A10P	1	SLC6A10P	
RAI2	1	RAI2	
DENND4B	1	DENND4B	
DENND4A	1	DENND4A	
DENND4C	1	DENND4C	
HLA-F-AS1	1	LOC285830	
FGF17	1	FGF17	
IFT20	1	IFT20	
SDK1	1	SDK1	
IFT22	1	RABL5	
FGF14	1	FGF14	
FGF19	1	FGF19	
FGF18	1	FGF18	
IFT27	1	IFT27	
FGF13	2	FGF13:LOC158696	
FGF12	1	FGF12	
FGF11	1	FGF11	
SDK2	1	SDK2	
FGF10	1	FGF10	
IFT25	1	HSPB11	
TAT	1	TAT	
MYSM1	1	MYSM1	
IFT52	1	IFT52	
CYP26B1	1	CYP26B1	
LASP1	1	LASP1	
EEF2K	1	EEF2K	
GGACT	1	A2LD1	
IFT57	1	IFT57	
SFTA1P	1	SFTA1P	
IFT56	1	TTC26	
DIPK2B	1	CXorf36	
TBP	1	TBP	
EEF1G	1	EEF1G	
IFT43	1	C14orf179	
CYP26C1	1	CYP26C1	
EEF1D	1	EEF1D	
DIPK2A	1	C3orf58	
IFT46	1	IFT46	
RALA	1	RALA	
GALT	1	GALT	
RALB	1	RALB	
TAFAZZIN	1	TAZ	
POMZP3	1	POMZP3	
PSMB10	1	PSMB10	
IFT74	1	IFT74	
IL1RL1	1	IL1RL1	
IL1RL2	1	IL1RL2	
NWD1	1	NWD1	
NWD2	1	KIAA1239	
MTA1	1	MTA1	
OXCT1	1	OXCT1	
TDG	1	TDG	
TGS1	1	TGS1	
MVB12B	1	FAM125B	
MVB12A	1	FAM125A	
SLIT1	1	SLIT1	
DROSHA	1	RNASEN	
TDH	1	TDH	
OXCT2	1	OXCT2	
RALY	1	RALY	
SLIT3	1	SLIT3	
ZPLD1	1	ZPLD1	
SLIT2	1	SLIT2	
MTA2	1	MTA2	
MTA3	1	MTA3	
HSD3B7	1	HSD3B7	
SAE1P1	1	LOC341056	
WARS1	1	WARS	
WARS2	1	WARS2	
GALC	1	GALC	
GALE	1	GALE	
TEC	1	TEC	
TEF	1	TEF	
TNIP1	1	TNIP1	
TNIP2	1	TNIP2	
TNIP3	1	TNIP3	
GALM	1	GALM	
SLIRP	1	C14orf156	
TEK	1	TEK	
IPO13	1	IPO13	
IPO11	1	IPO11	
TES	1	TES	
MSANTD3	1	C9orf30	
MSANTD4	1	KIAA1826	
CAPN15	1	SOLH	
FAR2P1	1	LOC440905	
MTBP	1	MTBP	
MSANTD1	1	C4orf44	
TFG	1	TFG	
ZSCAN31	1	ZNF323	
MSANTD2	1	C11orf61	
ZSCAN30	1	ZNF397OS	
ZSCAN32	1	ZNF434	
HOMER3	1	HOMER3	
GAMT	1	GAMT	
PRKCG	1	PRKCG	
UBE2MP1	1	UBE2MP1	
MBNL1	1	MBNL1	
PRKCI	1	PRKCI	
MBNL2	1	MBNL2	
PRKCH	1	PRKCH	
DNAAF3	1	C19orf51	
DNAAF2	1	C14orf104	
PRKCB	1	PRKCB	
DNAAF1	1	LRRC50	
PRKCE	1	PRKCE	
PRKCD	1	PRKCD	
AFAP1	1	AFAP1	
DNAAF5	1	HEATR2	
PRKCA	1	PRKCA	
DNAAF4	1	DYX1C1	
DNAAF9	1	C20orf194	
GANC	1	GANC	
DNAAF8	1	C16orf71	
MTAP	1	MTAP	
DAAM1	1	DAAM1	
ZSCAN20	1	ZSCAN20	
DAAM2	1	DAAM2	
PRKD3	1	PRKD3	
ZSCAN22	1	ZSCAN22	
ZSCAN21	1	ZSCAN21	
ZSCAN23	1	ZSCAN23	
PRKCQ	1	PRKCQ	
PRKD2	1	PRKD2	
ZSCAN26	1	ZNF187	
PRKD1	1	PRKD1	
ZSCAN25	1	ZNF498	
FREM1	1	FREM1	
FREM2	1	FREM2	
ZSCAN29	1	ZSCAN29	
PRKDC	1	PRKDC	
PRDM15	1	PRDM15	
PRDM12	1	PRDM12	
PRDM11	1	PRDM11	
SDSL	1	SDSL	
PRDM10	1	PRDM10	
PRKCZ	1	PRKCZ	
MTDH	1	MTDH	
PRDM16	1	PRDM16	
GAR1	1	GAR1	
ZSCAN12	1	ZSCAN12	
LINC02610	1	LOC151174	
ZSCAN16	1	ZSCAN16	
FAM120AOS	1	FAM120AOS	
ZSCAN18	1	ZSCAN18	
BTF3	1	BTF3	
HOMER1	1	HOMER1	
HOMER2	1	HOMER2	
SMPD4BP	1	LOC150776	
MEX3D	1	MEX3D	
MEX3C	1	MEX3C	
MEX3B	1	MEX3B	
